Description,groupTreatment
נושא: תוצאות אחרונות של הסקר-  בקשת הרשאות לשידור חי מזום   נשלח מ- מערכת הסקרים   מכתובת מייל: survey@gov.il מצורף קובץ אקסל מכווץ המכיל את תוצאות הסקר האחרונות.\t\n מנהל שאישר -שחר סולאר רוני בר   ,7878 מרכז שירות ותמיכה טכנולוגית
"נושא: פניה בנושא קוד ישיבה+ פנייה מספר I-5117594 למרכז שירות ותמיכה טכנולוגית 7878  שלום לירן,     1.  הנתונים של מהנדסי הערים קיימים כבר במערכת, בקשתי היא רק להכליל אותם כבעלי עניין למחוז:  אודי כ...",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: מחיקת איש קשר מספר הכתובות אודה על הסרת איש קשר וכתובת המייל: הילה מזון (חיצוני) hilam@mops.gov.il מדובר על כתובת מייל ישנה שלי, כשעבדתי במקום אחר ואינה פעילה יותר, הגורמת לבלבול רב כעת. בדקנ...",צוות טכנאים
"נושא: פתיחת שם משתמש דוד אמויאל היי, מצ""ב סיווג ביטחוני + טופס בקשה לפתיחת יוזר. מבקשת באופן חד פעמי עקב המצב והסגרים הקיימים להדפיס את הטופס של היוזר ולמלא אותו ידנית כיון שאנו מהבית \ להסתמך על ה...",צוות טכנאים
מבקש הקמת משתמש במאור שם מלא : גל קורם יוזר : jmgalko מחוז: מטה אגף: מערכות מידע יש כונן i ,צוות הדרכה והטמעה אפליקטיבי
"נושא: 507-0559450 - בקשה להעברת התכנית לסמכות מחוזית שלום, נא להעביר את תכנית 507-0559450 מסמכות מקומית  לסמכות מחוזית. תודה     [sign]  ",צוות הדרכה והטמעה אפליקטיבי
"באולם שקמה בפאנל 2, עמדת החשמל לא עובדת. ",צוות טכנאים
אודה לעזרתכם בהתקנת תיבת המייל בטלפון הנייד שלי. אינני נמצאת במשרד. אוכל לעשות זאת מרחוק. מסוג אנדרואיד - חדש s20 ,7878 מרכז שירות ותמיכה טכנולוגית
"נושא: הסדרת חיבור מרחוק במחשב חדש בוקר טוב, יש לי מחשב חדש ואני צריכה להסדיר בו את החיבור מרחוק. אשמח שיצרו איתי קשר כשמתאפשר. אבין אם פחות אפשרי היום בגלל התרגיל. תודה, אורית  [אורית צבר]  ",צוות טכנאים
נושא: אנטי וירוס - לא מאפשר גישה מרחוק.    נשלח מ- adi volkov   מכתובת מייל: adivolkov2@gmail.com   עדי וולקוב נשלח מה-iPhone שלי ,7878 מרכז שירות ותמיכה טכנולוגית
נושא:  שלום לא יכולהתלהדפיס ועדת ערר ירושלים. מדפסת LEXMARK  בבדיקה במחשב המקומי ניראת שגיאה שחסר טונר/צבע.  המדפסת מוגדרת כברירת מחדל. אתמול החברת ניהול עידנה את הטונרים במדפסת לפי הקריאות של הלקו...,צוות טכנאים
רוצה  חיבור מרחוק. מערכת הפעלה- win 10   pro קיים כרטיס חכם מקודד מוגדרת כמנהל על המחשב אנטיוירוס- windows defender ,צוות טכנאים
"נושא: חתימת מים יו""ר הועדה המחוזית  אלי שלום  מצ""ב חתימתו של יו""ר הועדה המחוזית מר עודד פלוס לצורך חתימת מים בתכניות להפקדה / לאישור.  עודד פלוס במקומה של לילי פיינטוך.  לטיפולך הדחוף אודה.    בברכ...",צוות הדרכה והטמעה אפליקטיבי
"נושא: החלפת יו""ר יו""ר הועדה הועדה המחוזית לילי פיינטוך סיימה את תפקידה במחוז. החל מהיום יש למחוק את שמה מכל המסמכים המופקים ע""י המבאת ולשתול את שמו של היו""ר החדש עודד פלוס. ",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: FW: הקלטות-ברישוי (danitsa iplan.gov.il) לדעתי יש בעייה בחיבור מרחוק עם זה ..אתוכלו לסייע?  [cid:image003.png 01D44DD1.8DF5B220]  From: רחל ביטון Sent: Wednesday, January 6, 2021 10:38 To: דנ...",7878 מרכז שירות ותמיכה טכנולוגית
חסר לנו טונר במדפסת סמסונג צבעונית NET186Q IP- 10.53.3.186 לאחר בידקה צבע של cyan נימצא על 8%   ,צוות טכנאים
"נושא: מתן הרשאות מלאות ליומן שלי לטליה קטיעי שלום,  נא לתת הרשאות מלאות ליומי לטליה קטיעי.  בברכה,  [cid:image001.png 01D417A6.C61E9510]  From: טליה קטיעי Sent: Wednesday, January 6, 2021 8:19 AM T...",7878 מרכז שירות ותמיכה טכנולוגית
נושא: תוצאות אחרונות של הסקר-  בקשת הרשאות לשידור חי מזום   נשלח מ- מערכת הסקרים   מכתובת מייל: survey@gov.il מצורף קובץ אקסל מכווץ המכיל את תוצאות הסקר האחרונות.\t\n ,7878 מרכז שירות ותמיכה טכנולוגית
"נושא: Fwd: בקשה לתיאום העברת מחשב שלום רב, מצורף המסמך עליו התבקשתי לחתום, לטובת המחשב הנייד שהיה אצל אריאל סבן והועבר אליי. בשל בידוד מתמשך טרם הספקתי להגיע למשרד. אני עתידה להשתחרר מהבידוד ביום ש...",צוות טכנאים
"נושא: הוספת משתמשים לקבוצת תפוצה שלום  מבקשת להוסיף לקבוצת תפוצה ק.ועדת היגוי הדור הבא של מערכות תו""ב   את המשתמשים הבאים: גל קארו <GalKa iplan.gov.il<mailto:GalKa iplan.gov.il>>; ויקי ודובין <vict...",צוות טכנאים
יש לתת הרשאות לתיבת מייל של שמעון בר שמעון עבור טליה קטיעי.,צוות טכנאים
נושא: הרשאות למאור מטה – אגף מערכות מידע  יוזר: yakiry  להעביר לזיו שמי ,צוות הדרכה והטמעה אפליקטיבי
נושא: mavat12-card - מעוניינת בגיבוי ישן של השרת הזה מלפני שנתיים   [cid:image001.png 01D66427.20746750]  ,צוות תשתיות/סיסטם
"נושא: מציאת מסמך מס' 20121-5 במאור שלום רב,  איני מצליח למצוא מסמך שהכנתי אתמול במאור – מס' 5-2021  נא עזרתכם.  בברכה, [cid:image001.png 01D616FB.C74A8380]  ",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: גישה למערכת הסקרים הממשלתית היי,  לא מצליח להכנס למערכת הסקרים הממשלתית (יש לי בה סקר שאני עובד עליו). האתר נותן הערת שגיאה. אשמח לעזרתכם בנושא  [cid:image001.jpg 01D6E4D8.77D07F70]  [cid:ima...",7878 מרכז שירות ותמיכה טכנולוגית
נושא: שחרור חוות דעת מפר 2020-849 במאור שלום אודה לכם אם תוכלו לשחרר חוות דעת 2020-849 באגף תכנון משולב במאור  לאור זאת שהמאור לא פעל אתמול אסנת לינדר שעבדה עליה לא הספיקה לצאת ממנה  תודה רבה  אלכס...,צוות הדרכה והטמעה אפליקטיבי
נושא: התקבלה אצלי הודעה שאין לי שטח דיסק להשלים את הפעולות. אהההההההההההההההה   [cid:image001.jpg 01D4D8D7.7A851FA0]   ----------------  ביקשה לחזור אליה ב11:30,7878 מרכז שירות ותמיכה טכנולוגית
נושא: עדכון חברי ועדה - מתן נחום   נשלח מ- <טפסים>   מכתובת מייל: portal@iplan.gov.il <טפסים><http://ishare/forms/_layouts/15/ClickRedirect.aspx?Tag=immediate%5fGenericList%5fSite&Target=http%3a%2f...,7878 מרכז שירות ותמיכה טכנולוגית
"נושא: אני רוצה לקחת משחב נייח לבית דברתי על זה אתמול עם שחר כהן סעדו.   בברכה,  [חתימה חן]  ",צוות טכנאים
נושא: להתקין לי M של המטה. כרגע יש לי של המחוז   [cid:image001.png 01D66427.20746750]  ,7878 מרכז שירות ותמיכה טכנולוגית
"נושא: חותמת מייל היי, אשמח שתחזרו אליי בהקדם בנוגע למס' הטלפון בחותמת המייל. ישנה טעות של סיפרה אחת יותר מידה. המספר הנכון הוא 08-6143983  תודה, בר אטיאס- 0505769166   [cid:image001.jpg 01D6E4EE.BF...",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: בעיות בחיבור מרחוק שלום, יש לי בעיה בחיבור מרחוק ואני מנסה להבין אם זה הכרטיס/הקורא/משהו אחר.. תודה, נעה  נשלח מה-iPhone שלי ",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: קבלת פקס  שלום האם ניתן לקבל פקס במחשב תודה  בברכה, [אליהו עמרמי]  ",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: דרך gis כונן O אינו זמין  כונן O אינו זמין ומכך גם תוכנת ה-  GISאינה עובדת כראוי, לא מוצאת תכניות וגם שכבת התצ''א 17-18 אינה זמינה  אודה לטיפולכם.. תודה רבה   בברכה, [חתימה- ים וחופים] תחום י...",7878 מרכז שירות ותמיכה טכנולוגית
מבקשת התקנה של תוכנה לעריכת קבצי PDF מועבר לאחר בדיקה עם דודו האם קיים רישיון פנוי ,צוות טכנאים
נושא: בעיה בכניסה לבספת של המשטרת ישראל [cid:image001.png 01D6E4F5.0F1A9890] ,7878 מרכז שירות ותמיכה טכנולוגית
"נושא: עדכון כתובת מייל במבאת שלום, שמתי לב שבערכת המבאת רשום שכתובת המייל שלי היא dangru iplan.gov.il<mailto:dangru iplan.gov.il> מדובר בכתובת שאינה נכונה יותר. הכתובת הנכונה היא dangr iplan.gov.il...",7878 מרכז שירות ותמיכה טכנולוגית
"נושא:  חידוש חיבור מרחוק    שלום רב,  מבקשת חידוש חיבור מרחוק  מבקשת בין השעות 14:30 עד 16:30 היום- עדכנו מתי יבוצע על מנת שאהיה  בבית מול המחשב הייעודי לכך כרגע בעבודה במשרד,  תודה!  [cid:image001...",7878 מרכז שירות ותמיכה טכנולוגית
לא מותקן לי סרגל כלים מעודכן בדפדפן ,7878 מרכז שירות ותמיכה טכנולוגית
"נושא: לא מצליח להתחבר למרכבה    בברכה, [אליהו עמרמי]  ",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: תכנית 410-0589812 - נא, לשנות סיווג התכנית מ""תכנית מפורטת"" ל""תכנית מתאר מקומית""    בברכה,  [cid:image001.png 01D6E4FE.053DA340]  בקרו אותנו באתר מנהל התכנון<https://www.gov.il/he/departments/...",צוות הדרכה והטמעה אפליקטיבי
"נושא: FW: ה-GIS של המשרד אינה מתפקדת  - קרה משהו עם מאגרי מידע? המשך טיפול מול מרכז תמיכה אין לי הרשאות לזה   בברכה, [cid:image001.png 01D691CD.C4315960]  From: נינה רבינוביץ Sent: Thursday, Januar...",7878 מרכז שירות ותמיכה טכנולוגית
המסך של מעקב ובקרה נתקע ברגע שנכנסים לתוכנית 222-0717918 בבדיקה עם מי שעובד על התוכנית - לא נמצא עליה,7878 מרכז שירות ותמיכה טכנולוגית
נושא: התראת אבטחה בחשבון Google המקושר לחשבון שלך   נשלח מ- Google   מכתובת מייל: no-reply@accounts.google.com [https://www.gstatic.com/accountalerts/email/Icon_recovery_x2_20_20.png]              ...,7878 מרכז שירות ותמיכה טכנולוגית
